Date,GOLD_Close,GOLD_High,GOLD_Low,GOLD_Open,GOLD_Volume,DX-Y.NYB,^GSPC,^IXIC,^VIX,BTC-USD,ETH-USD,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI_14,Gold_DX-Y.NYB_Ratio,Corr_DX-Y.NYB_24h,Gold_BTC-USD_Ratio,Corr_BTC-USD_24h,Gold_^GSPC_Ratio,Corr_^GSPC_24h,Gold_^IXIC_Ratio,Corr_^IXIC_24h,Gold_^VIX_Ratio,Corr_^VIX_24h,Gold_ETH-USD_Ratio,Corr_ETH-USD_24h,Return,Lag_Return_1h,Lag_Return_6h,MA_diff,vol_24h,momentum_ok,ATR_14,ATR,Hour,DayOfWeek,Hour_Sin,Hour_Cos,Volatility_20,Momentum_10,Close,Open,High,Low,buy_prob,equity,strategy_ret
2025-08-25 00:00:00+00:00,3410.10009765625,3415.5,3408.800048828125,3414.800048828125,3510.0,97.927001953125,6466.35009765625,21487.224609375,14.229999542236328,112598.359375,4702.50537109375,3391.8300048828123,3389.8458353678384,3406.6071744777305,3396.1519576130922,10.45521686463826,7.432107776171046,75.19900677150746,34.9011176831207,-0.9868918099526401,0.0301084269559597,0.8698581931215876,0.528103157232542,0.9786158109127322,0.15892698868394806,0.9748858326448592,239.97891861963473,-0.9761520426729176,0.7148386058830666,0.9519595510664821,0.0005273225618949162,-0.0015796116260786697,0.0008498847050086855,1.984169514973928,,1,8.964303152901786,8.964303152901786,0,0,0.0,1.0,0.003111615674997029,0.01482909430720647,3410.10009765625,3414.800048828125,3415.5,3408.800048828125,0.5868738168050093,10000.0,0.0
2025-08-25 01:00:00+00:00,3407.800048828125,3413.199951171875,3405.5,3410.199951171875,4144.0,97.94400024414062,6466.35009765625,21487.224609375,14.229999542236328,113050.2421875,4732.2470703125,3393.5800048828123,3390.656005859375,3407.144547274426,3397.1851531718444,9.959394102581427,7.937565041453123,70.83340025806174,34.82287856881138,-0.9879176071210464,0.030285522067858457,0.8168483782483217,0.5273608830570007,0.9814355843495152,0.15870360922127863,0.9776345244708164,239.64161680364265,-0.9777254127968268,0.7251666566118932,0.9619292117991378,-0.001405547695323639,0.0005273225618949162,0.0011418915726271184,2.923999023437318,0.002889861488554775,1,9.178571428571429,9.178571428571429,1,0,0.25881904510252074,0.9659258262890683,0.003133847310725006,0.010100739827088256,3407.800048828125,3410.199951171875,3413.199951171875,3405.5,0.5712993831480514,9993.929845830298,-0.0006070154169701691
2025-08-25 02:00:00+00:00,3409.39990234375,3410.199951171875,3405.60009765625,3407.89990234375,3704.0,97.93499755859376,6466.35009765625,21487.224609375,14.229999542236328,113404.015625,4767.69873046875,3395.400012207031,3391.315392127404,3407.245393667303,3397.9714417389764,9.273951928326369,8.204842418827772,68.7905528502013,34.793351714233246,-0.9890264957660875,0.030144119843423883,0.7860072525426155,0.5270051879904811,0.9836417466943105,0.15859656660084073,0.9796923703962503,239.47998300870566,-0.9786304368561853,0.7201230194015137,0.9696217064556555,-0.0006744813237904435,-0.001405547695323639,-0.0003802201821158091,4.084620079627257,0.0028968483499452204,1,9.507132393973214,9.507132393973214,2,0,0.49999999999999994,0.8660254037844387,0.0031237954974941413,-0.003363261438241283,3409.39990234375,3407.89990234375,3410.199951171875,3405.60009765625,0.5638834516477016,9997.888557985976,0.0003961116614530358
2025-08-25 03:00:00+00:00,3412.60009765625,3413.10009765625,3409.10009765625,3409.39990234375,2079.0,97.86000061035156,6466.35009765625,21487.224609375,14.229999542236328,113118.7890625,4728.59130859375,3397.220007324219,3391.9851888020835,3407.5768565406024,3398.817994376367,8.758862164235325,8.315646367909283,70.97823692849049,34.812885968257866,-0.9891178992498566,0.030064190263048456,0.7596870855819848,0.5272526001304771,0.9835833491079865,0.15867102263435412,0.9795208341613483,239.5924112284511,-0.9776290604828757,0.7151038887072946,0.9705584044506432,0.0004694681297909842,-0.0006744813237904435,-5.8501178380909735e-05,5.234818522135356,0.00286826535994828,1,9.55712890625,9.55712890625,3,0,0.7071067811865476,0.7071067811865476,0.0031238015196717035,-0.0008791466668193193,3412.60009765625,3409.39990234375,3413.10009765625,3409.10009765625,0.5794578853046595,10005.805982297334,0.0007919096382638102
2025-08-25 04:00:00+00:00,3410.39990234375,3412.60009765625,3408.300048828125,3412.39990234375,2242.0,97.8550033569336,6466.35009765625,21487.224609375,14.229999542236328,112754.6875,4719.0986328125,3399.260009765625,3392.721435546875,3408.349662866087,3399.8388909156174,8.510771950469461,8.354671484421319,76.62200763554735,34.8722672832315,-0.9891068286242118,0.03016828703647722,0.7242156935054793,0.5277474999215755,0.9845959205932988,0.1588199574256395,0.9804589087154658,239.81730198145337,-0.9784800411711116,0.7216948716742474,0.9716311929577269,0.0009386388819627722,0.0004694681297909842,0.00023408983806505468,6.53857421875,0.002867865790155536,1,9.235700334821429,9.235700334821429,4,0,0.8660254037844386,0.5000000000000001,0.003117637777073578,-0.0007905458183099512,3410.39990234375,3412.39990234375,3412.60009765625,3408.300048828125,0.5868738168050093,10000.527699423095,-0.0005275220090792399
2025-08-25 05:00:00+00:00,3408.89990234375,3410.5,3407.10009765625,3410.39990234375,1991.0,97.89600372314452,6466.35009765625,21487.224609375,14.229999542236328,112349.7578125,4705.685546875,3401.3050048828127,3393.3310378502156,3408.665084324189,3400.6211880584424,8.043896265746753,8.292516440686406,71.3398639356875,34.851563898773826,-0.9900779102102238,0.030246191781106394,0.6832553408422337,0.5274072468763071,0.9842217670304884,0.15871756191609845,0.9799118687380669,239.6626852995754,-0.9774470185742066,0.7226803607430617,0.9719380303171359,-0.000644726967572673,0.0009386388819627722,-0.0015796116260786697,7.973967032597102,0.0028696081194894566,1,8.55712890625,8.55712890625,5,0,0.9659258262890683,0.25881904510252074,0.0031168351502728602,-0.002573715767955842,3408.89990234375,3410.39990234375,3410.5,3407.10009765625,0.6011039203153296,9996.04128784432,-0.0004486174843587598
2025-08-25 06:00:00+00:00,3413.300048828125,3414.0,3408.60009765625,3408.699951171875,3432.0,97.79100036621094,6466.35009765625,21487.224609375,14.229999542236328,111903.8359375,4631.90673828125,3403.2199951171874,3393.85,3408.701210173352,3401.2344261536505,7.466784019701663,8.127369956489458,36.59776624193802,34.82164514038276,-0.9902404696902916,0.030341853589331426,0.6364316290074614,0.5271752767575622,0.9822481660391194,0.15864775299348194,0.9776751657353991,239.55727419288897,-0.9742006369952876,0.7244215254899135,0.9705142162774377,-0.00043983111745027337,-0.000644726967572673,0.0005273225618949162,9.3699951171875,0.0028574545030276943,1,5.492832728794643,5.492832728794643,6,0,1.0,6.123233995736766e-17,0.00312517738858748,-0.002633195897231655,3413.300048828125,3408.699951171875,3414.0,3408.60009765625,0.5860937782600831,10008.445123734455,0.0012408748156351734
2025-08-25 07:00:00+00:00,3411.0,3414.300048828125,3410.89990234375,3413.39990234375,3016.0,97.91799926757812,6466.35009765625,21487.224609375,15.020000457763672,111457.546875,4588.29638671875,3405.279992675781,3394.4774209299394,3409.408723812548,3402.128175981389,7.280547831158856,7.958005531423338,51.2398695228167,34.90403039145712,-0.9909736165434274,0.03050208261613547,0.5796822768425597,0.527855745092546,0.9815714499241441,0.1588525326504347,0.9767483883874672,239.86649039988924,-0.9731403734530363,0.7369103571575693,0.9637513209661934,0.001290781956181819,-0.00043983111745027337,-0.001405547695323639,10.80257174584176,0.002862427601315467,1,5.049979073660714,5.049979073660714,7,0,0.9659258262890683,-0.25881904510252063,0.0031291210895404813,-0.001287386958074399,3411.0,3413.39990234375,3414.300048828125,3410.89990234375,0.5765994542146755,10002.375613886392,-0.0006064388397024612
2025-08-25 08:00:00+00:00,3409.300048828125,3411.699951171875,3408.5,3411.10009765625,3654.0,97.87000274658205,6466.35009765625,21487.224609375,15.050000190734863,111534.6171875,4605.45263671875,3407.1799926757812,3394.993751525879,3409.6535355336946,3402.7853481309157,6.868187402778858,7.740041905694443,43.977514412523,34.835270588444196,-0.9904666619294206,0.030603580427132644,0.5229447925389479,0.5275000500260264,0.9798215007985175,0.1587454900299968,0.9745889981513374,227.0971967920144,-0.9650452051482502,0.7434131783362367,0.9535351649621512,-0.0006738490010319564,0.001290781956181819,-0.0006744813237904435,12.186241149902344,0.002867289306572045,1,4.771414620535714,4.771414620535714,8,0,0.8660254037844387,-0.4999999999999998,0.0031416272408149428,-0.0021939447125932654,3409.300048828125,3411.10009765625,3411.699951171875,3408.5,0.5537695189687027,9997.097331012154,-0.0005277029255840171
2025-08-25 09:00:00+00:00,3411.60009765625,3412.199951171875,3406.300048828125,3409.10009765625,3528.0,97.947998046875,6466.35009765625,21487.224609375,15.0600004196167,111786.0546875,4610.01708984375,3409.1049926757814,3395.427275686553,3409.5991529636067,3403.267918552931,6.331234410675734,7.458280406690702,35.22402635261194,34.83498470538619,-0.9892018833165893,0.030567191915822384,0.490962990130443,0.527237158109226,0.9765416116098996,0.15866637552345728,0.9706994415977727,226.53156182020777,-0.955687561838996,0.7402746956174129,0.9473521134215197,-0.0004983732547273467,-0.0006738490010319564,0.0004694681297909842,13.67771698922843,0.0028642789561543858,1,4.5999755859375,4.5999755859375,9,0,0.7071067811865476,-0.7071067811865475,0.0031386769772675776,-0.0011133716326499066,3411.60009765625,3409.10009765625,3412.199951171875,3406.300048828125,0.5537695189687027,10003.69518460495,0.0006599769287360946
